question_id,accuracy,prompt,model_answer,correct_answer,time,category,input_tokens,output_tokens
3443,1.0,Fungi participate in each of the following EXCEPT,A,A,1.9788918,biology,100,253
3444,1.0,"A species of small rodent eats seeds from only one species of pine. In normal years, a pair of these rodents will have a litter of two or three. It is unusual for small rodents to have such small litter sizes. The rodents are most likely to exhibit which other characteristic?",F,F,3.3075719,biology,171,460
3445,1.0,The ability of the brain to detect differences in stimulus intensity is best explained by the fact that which of the following varies with the stimulus intensity?,F,F,2.4800456,biology,164,360
3446,1.0,Mutation of homeotic cluster genes often results in which of the following developmental defects in Drosophila?,H,H,3.2391557,biology,172,364
3447,1.0,Two xylem plant cell types that provide support and conduct water and minerals are the,B,B,2.5590745,biology,165,371
3448,1.0,How is the human eye regulated for far and near vision? In what respects does the frog eye differ in these regulatory mechanisms ?,G,G,2.8418453,biology,304,371
3449,1.0,"A women feeds her new cat daily with canned cat food. As she opens the cans with a noisy electric can opener, she calls the cat. The cat comes in response, to its name, and the woman feeds it. Why does the cat eventually come running when it hears the electric can opener?",H,H,1.9935708,biology,271,257
3450,1.0,"When an adult mouse or bird is castrated,itssexual behaviorvirtually disappears. Compare the effects of castrationof highly developed primates with the less developedanimals.",D,D,2.5536764,biology,274,393
3451,1.0,Describe the various types of evidence from living organisms whichsupport the theory of evolution.,D,D,2.0950109,biology,216,323
3452,1.0,In acommensalisticrelationship between two species living symbioticallywhat are the consequences of their interactions?,F,F,2.4633384,biology,195,307
3453,1.0,How and where is seminal fluid produced in man?,D,D,3.0517606,biology,192,379
3454,0.0,Eighty-three monozygotic twin pairs are examined for the presence of club feet. Fifty pairs do not show the trait at all; twenty pairs have one member with club feet; and thirteen pairs have both members affected. What is the frequency of concordance?,I,G,1.8513897,biology,163,248
3455,1.0,Explain the types and effects of competition.,A,A,2.294653,biology,175,341
3456,1.0,What factors limit the number oftrophiclevels in afood chain?,E,E,2.7707537,biology,167,432
3457,0.0,"A population of students taking a basic genetics class had their blood types classified in the ABO blood group system. The following numbers were recorded: Phenotype Number Frequency A 249 0.2075 B 376 0.3133 AB 77 0.0642 O 498 0.4150 1,200 1.0000 Assuming this population of students is in genetic equilibrium, what are the frequencies of the. three alleles I^A, I^B, andi, respectively?",B,G,2.6348451,biology,366,362
3458,1.0,What are restriction enzymes? Why was their discovery an important step in genetic engineering? What is arestriction map ?,I,I,3.151699,biology,260,417
3459,0.0,"The[(A + T) / (G + C)] ratioof one of the stands of a DNA molecule is 0.2. (a) What is the [(A + T) / (G + C)] ratioin its complementary strand? (b) If 0.2 referred to the [(A + G) / (T + C)] ratio, what is the ratio in the complementary strand? (c) What is the ratioof [(A + G) / (T + C)] indouble-stranded DNA in (a) and (b)?",E,D,2.5726022,biology,390,400
3460,1.0,A DNA molecule has 180 base pairs and is 20 percent adenine. How many cytosine nucleotides are present inthis moleculeof DNA?,A,A,1.9832569,biology,160,346
3461,1.0,"How is the mating response in houseflies,Muscadomestica, controlled?",D,D,2.1205572,biology,277,291
3462,1.0,"The citrate ion forms a tight bond with calcium ions so that the calcium is unable to react with other substances In view of this, why is sodium citrate added to whole blood immediately after it is drawn from a blood donor?",F,F,2.649628,biology,222,438
3463,1.0,"The checkered pattern of pigeons is controlled by a dominant gene C; plain color is determined by the recessive allele c. Red color is controlled by a dominant gene B, and brown color by the recessive allele b. Complete aPunnett square for adihybridcross involving a homozygous checkered red bird and a plain brown bird. For this cross, show the expected phenotypes, genotypes, genotypic frequencies and phenotypic ratios for the F_2 generation. P: CCBB × ccbb Gametes: (CB) (cb) F_1 × F_1 CcBb × CcBb Gametes (CB) (Cb) (cB) (cb) (CB) CCBB CCBb CcBB CcBb (Cb) CCBb CCbb CcBb Ccbb (cB) CcBB CcBb ccBB ccBb (cb) CcBb Ccbb ccBb Ccbb",C,C,4.6711762,biology,540,502
3464,1.0,"If X has a normal distribution with mean 9 and standard deviation 3, find P(5 < X < 11).",E,E,2.8982902,biology,135,475
3465,1.0,Explain what difficulties would arise if messenger RNA moleculeswere not destroyed after they had produced some polypeptidechains.,E,E,3.4972635,biology,263,415
3466,1.0,"Height in a certain plant species is controlled by two pairs of independentlyassorting alleles, with each participating allele A or B adding 5 cm to a base height of 5 cm.A cross is madebetween parents with genotype AABB andaabb. Disregarding environmental influences, (a) What are the heights of each parent? (b) What is the expected height of the members of theF_1 generation? (c) What are the expected phenotypic ratios in theF_2 generation?",D,D,4.3750965,biology,791,568
3467,0.0,"Red-green color blindness is caused by a recessive sex- linked gene. If a red-green color-blind man marries a woman with normal vision whose father was red-green color blind, what will be the expected phenotypic results in their children?",H,D,4.2340443,biology,333,504
3468,1.0,"If the frequency of the gene for widow's peak, a dominant trait, is 0.07, what will be the frequency of (a) persons homozygous for widow's peak, (b) persons heterozygous for widow's peak, and (c) persons lacking widow's peak?",C,C,1.1945351,biology,400,211
3469,1.0,What is a cell?,C,C,2.1509886,biology,182,365
3470,1.0,Suppose thecodonsfor amino acids consisted of only two bases rather than three. Would there be a sufficient number ofcodonsfor all twenty amino acids? Show how you obtain your answer.,C,C,2.449944,biology,273,277
3471,1.0,What hormones are involved with the changes that occur in a pubescent female and male?,H,H,1.8594606,biology,229,269
3472,1.0,"A newborn infant is examined by a doctor, who determines that the child has syphilis. Explain how the child con-tracted syphilis .",A,A,2.3218205,biology,242,331
3473,1.0,What properties of water make it an essential component of living matter?,I,I,1.72206,biology,242,249
3474,0.0,Describe the various land biomes that are usually encounteredby a traveler going from the equator to the arcticpolar ice cap.,D,J,2.0557222,biology,311,308
3475,1.0,What is the difference between a kinesis and a taxis?,B,B,3.4702853,biology,266,380
3476,1.0,What prevents the stomach from being digested by itsown secretions?,H,H,3.6879272,biology,224,423
3477,1.0,"In certain abnormal conditions, the stomach does not secretehydrochloric acid. What effects might this haveon thedigestive process?",C,C,4.4645021,biology,276,497
3478,1.0,"By photographic and optical means, an image can be enlarged almost indefinitely. However, most light microscopes offer magnifications of only 1000 to 1500 times the actual size, while electron microscopes offer magnifications of 100,000 times or more. Explain.",B,B,3.36424,biology,351,421
3479,1.0,What are the results of fertilization?,E,E,2.686194,biology,254,401
3480,1.0,"A woman opens a can of ham and beans and suspects food poisoning . She boils the contents for half an hour. A few hours after eating the ham and beans, nausea, vomit-ing, and diarrhea set in. Explain.",I,I,3.4354632,biology,245,449
3481,1.0,"Using conditioning, how can one determine the sensitivity of a dog's hearing to sounds of different frequencies?",C,C,1.8138761,biology,185,235
3482,1.0,What is the evidence for the theory that theneurilemma sheathplays a role in the regeneration of severed nerves?,A,A,4.4219458,biology,295,549
3483,1.0,How are whales adapted for their life in cold waters?,E,E,2.387164,biology,180,367
3484,1.0,Distinguish between covalent and ionic bonds.,B,B,2.9503962,biology,416,463
3485,1.0,What factors determine the characteristics ofparticular organismsthat exist in an ecosystem.,I,I,3.3040374,biology,200,410
3486,1.0,"In a certain species of flies, the male presents the female witha silken balloon before mating. Explain the evolutionary derivationof this behavior.",B,B,3.7985399,biology,296,579
3487,1.0,"A rooster with gray feathers and a hen with the same phenotype produce 17 gray, 7 black, and 8 white chicks. What is the simplest explanation for the inheritance of these colors in chickens?",F,F,3.4611295,biology,238,368
3488,1.0,Which of the following pieces of evidence most strongly supports the common origin of all life on Earth?,G,G,3.0388373,biology,148,402
3489,1.0,"If a couple has had three sons and the woman is pregnant with their fourth child, what is the probability that child 4 will also be male?",I,I,1.9282963,biology,148,248
3490,1.0,Sexual dimorphism is most often a result of,J,J,3.1537522,biology,116,411
3491,0.0,"Of the following anatomical structures, which is homologous to the wing of a bird?",E,A,4.2001437,biology,154,504
